experiment_id,agent_group_id,algorithm,awareness,n_records,mean_risk,mean_risk_var,avg_path_length,avg_time,max_time,name,risk_nodes,source_nodes,agents_per_source,random_seed
13,82,Efficient,High,79,0.0030321900453314362,0.0004925514715001698,25.443037974683545,111.77400000000011,117.84000000000012,case_7,"[[0, ""6"", 1.0], [0, ""70"", 1.0], [0, ""71"", 1.0], [0, ""72"", 1.0], [0, ""173"", 1.0], [0, ""144"", 1.0]]","[""82"", ""83""]","[5, 5]",1007
13,82,Efficient,Low,92,0.10641592345985663,0.04846432720920732,24.347826086956523,133.66800000000015,137.37000000000015,case_7,"[[0, ""6"", 1.0], [0, ""70"", 1.0], [0, ""71"", 1.0], [0, ""72"", 1.0], [0, ""173"", 1.0], [0, ""144"", 1.0]]","[""82"", ""83""]","[5, 5]",1007
13,83,Centrality,High,79,0.0025416102557698082,0.00036518121083795247,24.025316455696203,107.9400000000001,114.54000000000012,case_7,"[[0, ""6"", 1.0], [0, ""70"", 1.0], [0, ""71"", 1.0], [0, ""72"", 1.0], [0, ""173"", 1.0], [0, ""144"", 1.0]]","[""82"", ""83""]","[5, 5]",1007
13,83,Centrality,Low,92,0.020592833572391757,0.0099806676359532,26.695652173913043,127.24800000000013,132.60000000000014,case_7,"[[0, ""6"", 1.0], [0, ""70"", 1.0], [0, ""71"", 1.0], [0, ""72"", 1.0], [0, ""173"", 1.0], [0, ""144"", 1.0]]","[""82"", ""83""]","[5, 5]",1007
14,82,Efficient,High,79,0.00733926059875427,0.0006848944629422327,24.164556962025316,111.89400000000009,117.93000000000012,case_8,"[[0, ""6"", 1.0], [0, ""7"", 1.0], [3000, ""172"", 0.8]]","[""82"", ""83""]","[5, 5]",1008
14,82,Efficient,Low,101,0.06365604978824514,0.02719819194023003,26.356435643564357,146.97000000000014,150.75000000000014,case_8,"[[0, ""6"", 1.0], [0, ""7"", 1.0], [3000, ""172"", 0.8]]","[""82"", ""83""]","[5, 5]",1008
14,83,Centrality,High,79,0.0,0.0,23.481012658227847,106.2360000000001,112.95000000000012,case_8,"[[0, ""6"", 1.0], [0, ""7"", 1.0], [3000, ""172"", 0.8]]","[""82"", ""83""]","[5, 5]",1008
14,83,Centrality,Low,101,0.01687735374560301,0.011182871543943559,20.356435643564357,111.0120000000001,114.69000000000011,case_8,"[[0, ""6"", 1.0], [0, ""7"", 1.0], [3000, ""172"", 0.8]]","[""82"", ""83""]","[5, 5]",1008
15,82,Efficient,High,71,0.0007635488221800245,0.00012726384650867196,23.380281690140844,100.71000000000011,106.08000000000011,case_9,"[[0, ""14"", 1.0], [0, ""30"", 1.0], [0, ""31"", 1.0], [0, ""75"", 1.0]]","[""82"", ""83""]","[5, 5]",1009
15,82,Efficient,Low,76,0.00823458497340222,0.004495184998623224,26.026315789473685,108.17400000000012,112.89000000000011,case_9,"[[0, ""14"", 1.0], [0, ""30"", 1.0], [0, ""31"", 1.0], [0, ""75"", 1.0]]","[""82"", ""83""]","[5, 5]",1009
15,83,Centrality,High,71,0.0005896866925561954,9.4675842070681e-05,24.52112676056338,100.0860000000001,105.0300000000001,case_9,"[[0, ""14"", 1.0], [0, ""30"", 1.0], [0, ""31"", 1.0], [0, ""75"", 1.0]]","[""82"", ""83""]","[5, 5]",1009
15,83,Centrality,Low,76,0.0005508915154143404,8.844716825024146e-05,22.973684210526315,98.95200000000011,102.99000000000011,case_9,"[[0, ""14"", 1.0], [0, ""30"", 1.0], [0, ""31"", 1.0], [0, ""75"", 1.0]]","[""82"", ""83""]","[5, 5]",1009
16,82,Efficient,High,76,0.01043859649122807,0.004150292397660819,24.407894736842106,104.92200000000011,111.06000000000012,case_10,"[[0, ""11"", 1.0], [0, ""10"", 1.0], [0, ""60"", 1.0], [0, ""55"", 1.0], [0, ""139"", 1.0], [3000, ""165"", 1.0], [3000, ""103"", 1.0]]","[""82"", ""83""]","[5, 5]",1010
16,82,Efficient,Low,108,0.07520511501190613,0.0381841834464176,25.574074074074073,158.55000000000013,161.25000000000017,case_10,"[[0, ""11"", 1.0], [0, ""10"", 1.0], [0, ""60"", 1.0], [0, ""55"", 1.0], [0, ""139"", 1.0], [3000, ""165"", 1.0], [3000, ""103"", 1.0]]","[""82"", ""83""]","[5, 5]",1010
16,83,Centrality,High,76,0.0021820175438596492,0.0001615405701754386,26.0,107.47800000000011,113.55000000000011,case_10,"[[0, ""11"", 1.0], [0, ""10"", 1.0], [0, ""60"", 1.0], [0, ""55"", 1.0], [0, ""139"", 1.0], [3000, ""165"", 1.0], [3000, ""103"", 1.0]]","[""82"", ""83""]","[5, 5]",1010
16,83,Centrality,Low,108,0.04369398816678148,0.021232567197632748,23.84259259259259,142.14600000000013,145.35000000000014,case_10,"[[0, ""11"", 1.0], [0, ""10"", 1.0], [0, ""60"", 1.0], [0, ""55"", 1.0], [0, ""139"", 1.0], [3000, ""165"", 1.0], [3000, ""103"", 1.0]]","[""82"", ""83""]","[5, 5]",1010
17,14,Efficient,High,25,0.04795656565656566,0.004401251537743962,3.72,22.75285714285716,27.330000000000027,case_11,"[[0, ""41"", 0.5], [0, ""48"", 0.5], [0, ""46"", 0.5], [0, ""3"", 1.0]]","[""69"", ""14""]","[13, 7]",2465
17,14,Efficient,Low,25,0.10001209901209901,0.013319472796551386,5.28,28.761428571428603,32.820000000000036,case_11,"[[0, ""41"", 0.5], [0, ""48"", 0.5], [0, ""46"", 0.5], [0, ""3"", 1.0]]","[""69"", ""14""]","[13, 7]",2465
17,69,Efficient,High,25,0.045363492063492064,0.0037983405769715295,3.68,28.922307692307722,36.99000000000004,case_11,"[[0, ""41"", 0.5], [0, ""48"", 0.5], [0, ""46"", 0.5], [0, ""3"", 1.0]]","[""69"", ""14""]","[13, 7]",2465
17,69,Efficient,Low,25,0.045363492063492064,0.0037983405769715295,3.68,28.35230769230771,36.570000000000036,case_11,"[[0, ""41"", 0.5], [0, ""48"", 0.5], [0, ""46"", 0.5], [0, ""3"", 1.0]]","[""69"", ""14""]","[13, 7]",2465
17,14,Centrality,High,25,0.04795656565656566,0.004401251537743962,3.72,22.75285714285716,27.330000000000027,case_11,"[[0, ""41"", 0.5], [0, ""48"", 0.5], [0, ""46"", 0.5], [0, ""3"", 1.0]]","[""69"", ""14""]","[13, 7]",2465
17,14,Centrality,Low,25,0.07638802308802309,0.01196454632857122,3.84,22.688571428571453,26.790000000000028,case_11,"[[0, ""41"", 0.5], [0, ""48"", 0.5], [0, ""46"", 0.5], [0, ""3"", 1.0]]","[""69"", ""14""]","[13, 7]",2465
17,69,Centrality,High,25,0.045363492063492064,0.0037983405769715295,3.68,28.922307692307722,36.99000000000004,case_11,"[[0, ""41"", 0.5], [0, ""48"", 0.5], [0, ""46"", 0.5], [0, ""3"", 1.0]]","[""69"", ""14""]","[13, 7]",2465
17,69,Centrality,Low,25,0.055549206349206355,0.011256668808264045,3.68,29.0769230769231,37.26000000000003,case_11,"[[0, ""41"", 0.5], [0, ""48"", 0.5], [0, ""46"", 0.5], [0, ""3"", 1.0]]","[""69"", ""14""]","[13, 7]",2465
19,14,Efficient,High,30,0.0,0.0,2.2666666666666666,15.462857142857157,18.570000000000018,case_12,"[[0, ""48"", 0.5]]","[""65"", ""14""]","[13, 7]",246
19,14,Efficient,Low,33,0.0,0.0,2.1515151515151514,15.462857142857157,18.570000000000018,case_12,"[[0, ""48"", 0.5]]","[""65"", ""14""]","[13, 7]",246
19,65,Efficient,High,30,0.0,0.0,6.733333333333333,35.84307692307696,44.01000000000004,case_12,"[[0, ""48"", 0.5]]","[""65"", ""14""]","[13, 7]",246
